,actors,p_UM,p_TM,p_UF,p_TF
1612,mogabee3,0.8347496926149798,0.7657801349493616,,
1613,mojos55,0.9084041732870354,0.8552733796895107,0.897203064762258,0.8340700403369772
1616,moranrisin,0.8216703448556971,0.7264013336320199,,
1622,mrplannings,0.8794961854907293,0.8627009750129295,0.8777951492675041,0.8475558698146262
1624,msjenniferjames,0.7577497149721113,0.7736165954006369,,
1627,mutalabala,0.8921798806026763,0.8525305125568046,0.8509394945925002,0.8354233585728281
1647,nickylabour4eva,0.8845635618939821,0.7770836661949714,,
1649,njslea,,0.8678420027683877,,
1654,notiven,0.8229223348689173,0.8987830163813046,,0.8144220529038695
1655,npnikk,,0.8461683249216942,0.880308918024701,0.8444824030069242
1656,nuiotwo,,0.8483262112055654,0.9115552671554203,0.844498770630141
1659,nyeannebevan,0.8125011348520165,0.8089482806041515,,
1660,nytimesworld,,0.8711961745416895,,
1665,oldtownclyde,0.8251799282827328,0.8861459327484763,0.9018025237293847,0.7658290393145168
1670,onlyninesixty,0.7755292661260464,0.7780426868786489,,
1671,oohincensed,0.8431307725844072,0.8027794778438985,0.7661733414649606,
1678,otivar55,0.7725660356866388,0.8674148680206809,0.7080934664182126,0.9065264233889814
1679,oukita2,0.8685006778866701,0.7863042557283366,0.9180303701876232,0.8616533170920873
1680,owhy3,0.8350242763474134,0.830232398191893,0.8272821969761346,
1684,paris_2015,0.8319563020899731,0.8126173397213872,,0.8142739905607043
1687,paul8ar,0.7098022951407306,0.7383617494350087,0.7301411837939812,0.7018139705392648
1693,peterpobjecky,0.8206871193790054,0.785384422581379,0.9225137896895307,0.7744419246480666
1698,philmeinn,0.8487483299978461,0.8164202562360672,0.7490897026949368,0.7201722000490172
1700,phoenx7,0.8593208387681095,0.8507785320419039,0.8863105715388571,0.7466935841526651
1709,pmsxa,0.8858426628622018,0.7908225951517065,0.7082710458949617,0.7466704288191629
1713,politicswatch15,0.8768616448409319,0.8303655724441825,,0.7802517787967466
1717,potifar66,0.7872493283634042,0.8316269012387486,,
1722,puffin1952,0.8735918697109618,0.7822615083716982,,
1725,qkode,,0.8185674465978998,0.9176321838390249,0.8278270134825402
1731,radiogalaxy4,,0.8063926220864086,,0.814267927195893
1732,radnrix,0.7925441961643447,0.7813980894091166,,
1741,realDougBell,0.8527402647488938,0.8227195868188698,0.8395733113114463,
1742,rebroger,0.867946759045886,0.8104481190041146,0.8445395466920351,0.8065695435888331
1748,relovedreams,0.8473586183448418,0.8273106314979719,0.8929465636765901,
1749,reperioverum,0.7530301023963145,0.7773228323485709,0.9318486071043459,
1752,rhipkin,0.8328606916149216,0.7548287185997027,,0.9361490609805154
1759,rk70534,,0.8130792170033929,,
1765,rodadams46,0.879591735395282,0.8518643329208838,0.857727856081267,0.7326617625406089
1770,rosendo_joe,0.8360501188165261,0.8196658262746169,,0.7924665429336593
1774,ruzke_politota,0.7658843358867863,0.8010489768907721,,
1777,samcro1882,0.7865511655260982,0.8032458212550116,,0.7094905429940614
1784,sashasimic,0.7278019915976405,0.7772663001376312,,
1785,scaramangabond,0.8649861728908859,0.8006453324049112,,0.7377762956311265
1787,sdjackson1954,0.8697504391539264,0.8408120117713237,,
1792,second_sasha,,0.8503492545962343,,
1796,serenahrm,,0.8082772812732164,,0.7466888983016855
1803,sharpeleven,,0.831722408913141,,
1807,shinobi22427722,0.8484742114762028,0.7586309589188831,0.7009779026305127,
1810,sibersong,,0.8234313399888162,,0.8143025422417882
1811,sickstringer,0.804966706208996,0.7559038998387871,0.764073828133602,
1812,silver_stacker,0.8045391146467313,0.8632436146454557,0.8869291696399759,0.8843247004024903
1816,sjsrana,0.8811587385252686,0.8460641384779259,,0.7490408895793166
1825,snmccolgan,0.8555642500730825,0.85839135623033,0.8730595376473718,
1828,solohubenko,,0.823892487389625,,
1834,spartacus303,0.7686177628984098,0.8752319002511124,0.8870774857786761,
1839,srbnews0,0.8900693878036009,0.7204006992790779,,0.7650574503347125
1841,standtallnroar,0.7943046426707655,0.7814860429445523,0.8778187112904883,0.7200880444120104
1848,stevano_b,0.8201895372231053,0.7902800784008839,,
1849,steve_steglitz,0.8244556142328694,0.732672704027055,0.6948776737338798,
1853,stop1984,0.8136775688844058,0.8235023496034133,0.8770839528846512,
1855,suegrant54321,0.8998650148567402,0.7673184774708203,0.7009748461099534,0.7362286399367899
1856,suegray834,0.8494257079146801,0.8453999655570043,0.8776749176207719,
1859,sunterra1014,,0.8278618946408495,,
1867,syqau,0.8469944705428768,0.8250570521105105,0.9099507986151623,0.8445247500241188
1868,syria_true,0.7947993303831256,0.7788687281167792,,
1872,talkcric,0.9039303727353032,0.8305584267994313,0.9144941781500673,0.7197078645982465
1876,tezisold,0.8461723103698386,0.8952740800251913,0.7638379687472501,0.8590577715015041
1879,theaceofspuds,0.848925151516081,0.7582547528155096,0.877852012387796,
1882,theelatestnews,0.7472954592226781,0.8522740073968494,,0.8620746216574926
1883,theforeverman,0.8307410426754078,0.7602479289166744,0.7080687108021675,0.9065429553182929
1884,thehighlandway,0.7868473918916888,0.75974980382183,0.8529023800218525,
1887,theqeenofhearts,0.8519726572647879,0.7793062991728213,0.7327006109473213,
1888,theradardude,0.7491056683118846,0.8425335834957208,,
1890,therussophile,0.794017102762144,0.7989632290421845,0.8750965090386389,
1918,twychy1,0.7541801225981037,0.787195522701454,,
1923,ultimateOne,0.8757784279848467,0.8922607369690164,0.883196391754681,
1926,unojen_wood,0.8106772678215288,0.8609602630834484,0.9206563470057386,
1929,varyagi,0.8358161762987218,0.8285695483758607,0.9098043385462458,0.879531006001352
1934,vicktop55,0.8561023838635873,0.7423630237053424,0.8722955487274847,
1940,vnuek,,0.8250059321455945,0.8863686325652973,0.7737222561683432
1942,w_nicht,0.8541286630394965,0.8580825512009758,0.9156235502839449,0.8270619938970417
1958,wherepond,0.8643749965160997,0.7535301680024236,,
1961,wilde,0.8194915430918314,0.8454309974969939,0.749054980739007,0.8592222087781561
1962,willhuw,0.7683011392105474,0.799957881356432,0.8654770346613101,
1963,williamdbaker,0.7757937140895748,0.8497505689914086,,
1964,willshome,0.828982504527121,0.7854707862299907,0.8750437756557492,0.7332523936825321
1973,xpressanny,0.8712543518102809,0.7409519162038146,,
1975,yceek,,0.8064532897336296,0.9241974999667364,0.8444818544900624
1976,yenanoha,0.8673945582492719,0.7766958377625404,0.8433404323532603,
1978,yevhenfedchenko,0.7950781645594474,0.8198113900989605,,
